# units: time(s); nodeId; cpu_w; ram_w; bw_w; total_w
350.00;11;34.38;87.50;0.00;0.0725
350.00;10;10.16;34.38;0.00;0.0705
350.24;11;34.38;87.50;76.00;0.3362
350.24;10;10.16;34.38;32.00;0.3343
350.24;9;0.00;0.00;0.00;0.0000
350.24;8;0.00;0.00;0.00;0.0000
350.24;7;0.00;0.00;0.00;0.0000
350.24;6;0.00;0.00;0.00;0.0000
350.24;5;0.00;0.00;0.00;0.0000
350.24;4;0.00;0.00;0.00;0.0000
350.24;3;0.00;0.00;0.00;0.0000
350.24;2;0.00;0.00;0.00;0.0000
350.24;1;0.00;0.00;0.00;0.0000
350.24;0;0.00;0.00;0.00;0.0000
360.00;11;34.38;87.50;0.00;0.0725
360.00;10;10.16;34.38;0.00;0.0705
360.24;11;34.38;87.50;76.00;0.3362
360.24;10;10.16;34.38;32.00;0.3343
360.24;9;0.00;0.00;0.00;0.0000
360.24;8;0.00;0.00;0.00;0.0000
360.24;7;0.00;0.00;0.00;0.0000
360.24;6;0.00;0.00;0.00;0.0000
360.24;5;0.00;0.00;0.00;0.0000
360.24;4;0.00;0.00;0.00;0.0000
360.24;3;0.00;0.00;0.00;0.0000
360.24;2;0.00;0.00;0.00;0.0000
360.24;1;0.00;0.00;0.00;0.0000
360.24;0;0.00;0.00;0.00;0.0000
370.00;11;34.38;87.50;0.00;0.0725
370.00;10;10.16;34.38;0.00;0.0705
370.24;11;34.38;87.50;76.00;0.3362
370.24;10;10.16;34.38;32.00;0.3343
370.24;9;0.00;0.00;0.00;0.0000
370.24;8;0.00;0.00;0.00;0.0000
370.24;7;0.00;0.00;0.00;0.0000
370.24;6;0.00;0.00;0.00;0.0000
370.24;5;0.00;0.00;0.00;0.0000
370.24;4;0.00;0.00;0.00;0.0000
370.24;3;0.00;0.00;0.00;0.0000
370.24;2;0.00;0.00;0.00;0.0000
370.24;1;0.00;0.00;0.00;0.0000
370.24;0;0.00;0.00;0.00;0.0000
380.00;11;34.38;87.50;0.00;0.0725
380.00;10;10.16;34.38;0.00;0.0705
380.24;11;34.38;87.50;76.00;0.3362
380.24;10;10.16;34.38;32.00;0.3343
380.24;9;0.00;0.00;0.00;0.0000
380.24;8;0.00;0.00;0.00;0.0000
380.24;7;0.00;0.00;0.00;0.0000
380.24;6;0.00;0.00;0.00;0.0000
380.24;5;0.00;0.00;0.00;0.0000
380.24;4;0.00;0.00;0.00;0.0000
380.24;3;0.00;0.00;0.00;0.0000
380.24;2;0.00;0.00;0.00;0.0000
380.24;1;0.00;0.00;0.00;0.0000
380.24;0;0.00;0.00;0.00;0.0000
390.00;11;34.38;87.50;0.00;0.0725
390.00;10;10.16;34.38;0.00;0.0705
390.24;11;34.38;87.50;76.00;0.3362
390.24;10;10.16;34.38;32.00;0.3343
390.24;9;0.00;0.00;0.00;0.0000
390.24;8;0.00;0.00;0.00;0.0000
390.24;7;0.00;0.00;0.00;0.0000
390.24;6;0.00;0.00;0.00;0.0000
390.24;5;0.00;0.00;0.00;0.0000
390.24;4;0.00;0.00;0.00;0.0000
390.24;3;0.00;0.00;0.00;0.0000
390.24;2;0.00;0.00;0.00;0.0000
390.24;1;0.00;0.00;0.00;0.0000
390.24;0;0.00;0.00;0.00;0.0000
400.00;11;34.38;87.50;0.00;0.0725
400.00;10;10.16;34.38;0.00;0.0705
400.24;11;34.38;87.50;76.00;0.3362
400.24;10;10.16;34.38;32.00;0.3343
400.24;9;0.00;0.00;0.00;0.0000
400.24;8;0.00;0.00;0.00;0.0000
400.24;7;0.00;0.00;0.00;0.0000
400.24;6;0.00;0.00;0.00;0.0000
400.24;5;0.00;0.00;0.00;0.0000
400.24;4;0.00;0.00;0.00;0.0000
400.24;3;0.00;0.00;0.00;0.0000
400.24;2;0.00;0.00;0.00;0.0000
400.24;1;0.00;0.00;0.00;0.0000
400.24;0;0.00;0.00;0.00;0.0000
410.00;11;34.38;87.50;0.00;0.0725
410.00;10;10.16;34.38;0.00;0.0705
410.24;11;34.38;87.50;76.00;0.3362
410.24;10;10.16;34.38;32.00;0.3343
410.24;9;0.00;0.00;0.00;0.0000
410.24;8;0.00;0.00;0.00;0.0000
410.24;7;0.00;0.00;0.00;0.0000
410.24;6;0.00;0.00;0.00;0.0000
410.24;5;0.00;0.00;0.00;0.0000
410.24;4;0.00;0.00;0.00;0.0000
410.24;3;0.00;0.00;0.00;0.0000
410.24;2;0.00;0.00;0.00;0.0000
410.24;1;0.00;0.00;0.00;0.0000
410.24;0;0.00;0.00;0.00;0.0000
420.00;11;34.38;87.50;0.00;0.0725
420.00;10;10.16;34.38;0.00;0.0705
420.24;11;34.38;87.50;76.00;0.3362
420.24;10;10.16;34.38;32.00;0.3343
420.24;9;0.00;0.00;0.00;0.0000
420.24;8;0.00;0.00;0.00;0.0000
420.24;7;0.00;0.00;0.00;0.0000
420.24;6;0.00;0.00;0.00;0.0000
420.24;5;0.00;0.00;0.00;0.0000
420.24;4;0.00;0.00;0.00;0.0000
420.24;3;0.00;0.00;0.00;0.0000
420.24;2;0.00;0.00;0.00;0.0000
420.24;1;0.00;0.00;0.00;0.0000
420.24;0;0.00;0.00;0.00;0.0000
430.00;11;34.38;87.50;0.00;0.0725
430.00;10;10.16;34.38;0.00;0.0705
430.24;11;34.38;87.50;76.00;0.3362
430.24;10;10.16;34.38;32.00;0.3343
430.24;9;0.00;0.00;0.00;0.0000
430.24;8;0.00;0.00;0.00;0.0000
430.24;7;0.00;0.00;0.00;0.0000
430.24;6;0.00;0.00;0.00;0.0000
