# units: time(s); nodeId; cpu_w; ram_w; bw_w; total_w
210.00;9;1.17;4.69;0.00;0.0696
210.00;8;6.25;12.50;0.00;0.0699
210.00;7;1.56;6.25;0.00;0.0696
210.00;6;1.95;4.69;0.00;0.0696
210.00;5;6.25;12.50;0.00;0.0699
210.00;4;0.78;3.13;0.00;0.0695
210.00;3;1.17;4.69;0.00;0.0696
210.00;2;1.56;6.25;0.00;0.0696
210.00;1;3.13;6.25;0.00;0.0697
210.00;0;1.95;4.69;0.00;0.0696
220.00;11;1.56;6.25;6.00;0.3335
220.00;10;1.56;6.25;5.00;0.3335
220.00;9;1.17;4.69;5.00;0.3335
220.00;8;6.25;12.50;10.00;0.3338
220.00;7;1.56;6.25;5.00;0.3335
220.00;6;1.95;4.69;4.00;0.3335
220.00;5;6.25;12.50;10.00;0.3338
220.00;4;0.78;3.13;4.00;0.3334
220.00;3;1.17;4.69;4.50;0.3335
220.00;2;1.56;6.25;4.00;0.3335
220.00;1;3.13;6.25;5.00;0.3336
220.00;0;1.95;4.69;4.50;0.3335
220.00;11;1.56;6.25;0.00;0.0696
220.00;10;1.56;6.25;0.00;0.0696
220.00;9;1.17;4.69;0.00;0.0696
220.00;8;6.25;12.50;0.00;0.0699
220.00;7;1.56;6.25;0.00;0.0696
220.00;6;1.95;4.69;0.00;0.0696
220.00;5;6.25;12.50;0.00;0.0699
220.00;4;0.78;3.13;0.00;0.0695
220.00;3;1.17;4.69;0.00;0.0696
220.00;2;1.56;6.25;0.00;0.0696
220.00;1;3.13;6.25;0.00;0.0697
220.00;0;1.95;4.69;0.00;0.0696
230.00;11;1.56;6.25;6.00;0.3335
230.00;10;1.56;6.25;5.00;0.3335
230.00;9;1.17;4.69;5.00;0.3335
230.00;8;6.25;12.50;10.00;0.3338
230.00;7;1.56;6.25;5.00;0.3335
230.00;6;1.95;4.69;4.00;0.3335
230.00;5;6.25;12.50;10.00;0.3338
230.00;4;0.78;3.13;4.00;0.3334
230.00;3;1.17;4.69;4.50;0.3335
230.00;2;1.56;6.25;4.00;0.3335
230.00;1;3.13;6.25;5.00;0.3336
230.00;0;1.95;4.69;4.50;0.3335
230.00;11;1.56;6.25;0.00;0.0696
230.00;10;1.56;6.25;0.00;0.0696
230.00;9;1.17;4.69;0.00;0.0696
230.00;8;6.25;12.50;0.00;0.0699
230.00;7;1.56;6.25;0.00;0.0696
230.00;6;1.95;4.69;0.00;0.0696
230.00;5;6.25;12.50;0.00;0.0699
230.00;4;0.78;3.13;0.00;0.0695
230.00;3;1.17;4.69;0.00;0.0696
230.00;2;1.56;6.25;0.00;0.0696
230.00;1;3.13;6.25;0.00;0.0697
230.00;0;1.95;4.69;0.00;0.0696
